Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,Distance_description,Price_frequence,mean_price_deviation
Seat,Ibiza,2011,Universal,190000.0,1200.0,Diesel,Manual,5100.0,10,19000.0,2,2,0.04
Nissan,Juke,2012,Crossover,124000.0,1600.0,Petrol,Automatic,9999.0,9,13777.777777777776,1,2,0.091
Audi,A4,1997,Sedan,300000.0,1800.0,Metan/Propan,Automatic,2700.0,24,12500.0,0,0,-0.662
Opel,Astra,2012,Universal,200000.0,1300.0,Diesel,Manual,6000.0,9,22222.222222222223,2,2,0.359
Citroen,C5,2006,Universal,240000.0,1600.0,Diesel,Manual,2700.0,15,16000.0,0,0,-0.323
Mercedes,C Class,2015,Sedan,75000.0,2000.0,Petrol,Automatic,19000.0,6,12500.0,1,2,1.194
BMW,X3,2009,SUV,192000.0,200.0,Diesel,Manual,11000.0,12,16000.0,2,2,-0.309
Ford,Fiesta 5D,2011,Hatchback,130000.0,1400.0,Metan/Propan,Manual,4700.0,10,13000.0,1,3,
Volvo,XC90,2015,SUV,180000.0,2000.0,Petrol,Automatic,26500.0,6,30000.0,2,2,0.397
Renault,Megane,2014,Universal,210000.0,1500.0,Diesel,Manual,7199.0,7,30000.0,2,2,0.282
BMW,5 Series,2017,Sedan,77000.0,2000.0,Diesel,Automatic,33000.0,4,19250.0,1,2,2.207
Hyundai,Santa FE,2012,SUV,180000.0,2200.0,Diesel,Automatic,16750.0,9,20000.0,2,2,0.022
Skoda,Superb,2012,Sedan,196000.0,1600.0,Diesel,Manual,9950.0,9,21777.777777777777,2,2,-0.251
BMW,X3,2015,Crossover,159000.0,1996.0,Diesel,Automatic,20500.0,6,26500.0,2,2,0.287
Nissan,Note,2013,Hatchback,172000.0,1461.0,Diesel,Manual,6299.0,8,21500.0,2,2,0.308
Toyota,Rav 4,2019,Crossover,19000.0,2500.0,Hybrid,Automatic,30000.0,2,9500.0,1,2,1.25
Volvo,XC90,2015,SUV,155000.0,1996.0,Petrol,Automatic,27800.0,6,25833.33333333333,2,2,0.465
Lexus,CT Series,2016,Hatchback,64000.0,1798.0,Hybrid,Automatic,16000.0,5,12800.0,1,2,0.399
Renault,Grand Modus,2011,Hatchback,174000.0,1461.0,Diesel,Manual,4550.0,10,17400.0,2,3,
Toyota,Auris,2010,Hatchback,187000.0,1400.0,Diesel,Manual,6500.0,11,17000.0,2,2,-0.21
Toyota,Auris,2007,Hatchback,235000.0,1500.0,Diesel,Manual,5400.0,14,16785.714285714286,0,2,-0.344
BMW,7 Series,2017,Sedan,92000.0,2993.0,Diesel,Automatic,45000.0,4,23000.0,1,2,1.615
Volkswagen,Caddy,2014,Minivan,180000.0,1600.0,Diesel,Manual,5800.0,7,25714.285714285717,2,2,0.03
Opel,Corsa,2011,Hatchback,125000.0,1300.0,Diesel,Manual,3750.0,10,12500.0,1,0,0.026
Honda,CR-V,2013,Crossover,192000.0,2200.0,Diesel,Automatic,17500.0,8,24000.0,2,2,0.399
Mitsubishi,Space Wagon,1995,Minivan,300000.0,2000.0,Metan/Propan,Manual,2500.0,26,11538.46153846154,0,0,-0.565
Volkswagen,Polo,2007,Hatchback,240000.0,1400.0,Diesel,Manual,3750.0,14,17142.85714285714,0,0,-0.178
Hyundai,Santa FE,2015,Crossover,161000.0,2000.0,Diesel,Automatic,18000.0,6,26833.33333333333,2,2,0.098
Mazda,6,2014,Sedan,230000.0,2200.0,Diesel,Automatic,13000.0,7,32857.142857142855,0,2,1.226
Volkswagen,Caddy,2015,Microvan,152000.0,1600.0,Diesel,Manual,10300.0,6,25333.33333333333,2,2,0.83
BMW,5 Series,2006,Sedan,312000.0,2500.0,Petrol,Automatic,7800.0,15,20800.0,0,2,-0.242
BMW,5 Series,2002,Sedan,251000.0,2499.0,Diesel,Manual,4650.0,19,13210.526315789471,0,0,-0.548
Mercedes,E Class,2019,Sedan,50000.0,2200.0,Diesel,Automatic,37000.0,2,25000.0,1,2,2.405
Volkswagen,Golf,2009,Universal,180000.0,1400.0,Petrol,Manual,5300.0,12,15000.0,2,2,-0.074
Toyota,Corolla,2007,Universal,226000.0,1400.0,Diesel,Manual,5500.0,14,16142.857142857143,0,2,-0.036
Audi,A4,2004,Cabriolet,200000.0,1800.0,Petrol,Automatic,6500.0,17,11764.70588235294,2,2,-0.187
Volkswagen,Caddy,2012,Minivan,163500.0,200.0,Diesel,Manual,14200.0,9,18166.666666666668,2,2,1.522
Toyota,Auris,2013,Hatchback,133000.0,1798.0,Hybrid,Automatic,10000.0,8,16625.0,1,2,0.215
Volkswagen,Jetta,2013,Sedan,131000.0,1400.0,Hybrid,Automatic,8500.0,8,16375.0,1,2,0.093
Opel,Astra,2006,Universal,368000.0,1300.0,Diesel,Manual,3650.0,15,24533.33333333333,0,0,-0.173
BMW,3 Series,2006,Sedan,180000.0,300.0,Petrol,Automatic,6000.0,15,12000.0,2,2,-0.135
Skoda,Fabia,2011,Universal,160000.0,1200.0,Diesel,Manual,4999.0,10,16000.0,2,0,0.034
Mercedes,E Class,2016,Sedan,161024.0,2200.0,Diesel,Automatic,26950.0,5,32204.8,2,2,1.48
Honda,Civic,2006,Hatchback,195000.0,1400.0,Petrol,Manual,5400.0,15,13000.0,2,2,-0.068
Ford,Fusion,2015,Sedan,124000.0,2000.0,Plug-in Hybrid,Automatic,11499.0,6,20666.666666666668,1,2,0.133
Ford,Fusion,2003,Hatchback,330000.0,1400.0,Diesel,Automatic,4100.0,18,18333.33333333333,0,0,-0.596
Dacia,Logan,2005,Sedan,21548.0,1400.0,Metan/Propan,Manual,2200.0,16,1346.75,1,0,-0.356
Volkswagen,Golf,2004,Hatchback,200000.0,1399.0,Petrol,Manual,4200.0,17,11764.70588235294,2,0,-0.267
Mercedes,GLK Class,2014,Crossover,131000.0,2200.0,Diesel,Automatic,19900.0,7,18714.285714285717,1,2,0.154
Toyota,Carina,1998,Sedan,268000.0,1800.0,Petrol,Manual,2650.0,23,11652.173913043478,0,0,0.694
Honda,CR-V,2014,Crossover,128200.0,2200.0,Diesel,Automatic,17999.0,7,18314.285714285717,1,2,0.439
Volvo,XC90,2006,SUV,162000.0,2900.0,Metan/Propan,Automatic,8490.0,15,10800.0,2,2,-0.553
Volkswagen,Touran,2012,Minivan,211856.0,200.0,Diesel,Automatic,6000.0,9,23539.555555555555,2,2,-0.109
Volkswagen,Polo,1998,Hatchback,98000.0,1000.0,Petrol,Manual,900.0,23,4260.869565217391,1,0,-0.803
Toyota,Camry,2015,Sedan,73179.0,2500.0,Petrol,Automatic,14000.0,6,12196.5,1,2,0.155
Audi,A4,2012,Sedan,88000.0,3000.0,Petrol,Automatic,14800.0,9,9777.777777777776,1,2,0.85
Hyundai,ix35,2014,Crossover,150300.0,2000.0,Petrol,Automatic,13200.0,7,21471.42857142857,2,2,0.115
Mercedes,E Class,1996,Sedan,460000.0,2200.0,Diesel,Manual,1300.0,25,18400.0,0,0,-0.88
Renault,Kadjar,2015,Crossover,139000.0,1461.0,Diesel,Automatic,12800.0,6,23166.666666666668,1,2,-0.028
Opel,Astra,2006,Hatchback,360000.0,1300.0,Diesel,Manual,2999.0,15,24000.0,0,0,-0.321
Volkswagen,Transporter,2010,Minivan,203000.0,2000.0,Diesel,Manual,8250.0,11,18454.545454545456,2,2,0.383
Honda,Accord,1996,Sedan,325000.0,1997.0,Petrol,Manual,2200.0,25,13000.0,0,0,-0.714
Skoda,Superb,2014,Sedan,202300.0,1598.0,Diesel,Automatic,13199.0,7,28900.0,2,2,-0.006
Lexus,GS Series,2005,Sedan,230000.0,4300.0,Petrol,Automatic,10000.0,16,14375.0,0,2,-0.223
Renault,Megane,2012,Universal,162200.0,1461.0,Diesel,Manual,5899.0,9,18022.222222222223,2,2,0.05
Skoda,Octavia,2018,Universal,146600.0,1600.0,Diesel,Automatic,12700.0,3,48866.66666666666,2,2,0.602
Opel,Astra,2010,Hatchback,97000.0,1598.0,Petrol,Automatic,7700.0,11,8818.181818181818,1,2,0.745
Toyota,Auris,2014,Universal,191000.0,1800.0,Metan/Propan,Automatic,9700.0,7,27285.714285714286,2,2,0.179
Toyota,Camry,2018,Sedan,60000.0,2500.0,Metan/Propan,Automatic,20000.0,3,20000.0,1,2,0.649
Renault,Grand Scenic,2013,Universal,190000.0,1500.0,Diesel,Manual,8500.0,8,23750.0,2,2,0.21
Renault,Kadjar,2015,SUV,184000.0,1500.0,Diesel,Automatic,10999.0,6,30666.666666666668,2,2,-0.165
Volvo,XC90,2006,SUV,294000.0,2400.0,Diesel,Automatic,8500.0,15,19600.0,0,2,-0.552
Volkswagen,Golf,2010,Hatchback,164000.0,1400.0,Petrol,Automatic,7650.0,11,14909.09090909091,2,2,0.336
Lexus,CT Series,2011,Hatchback,122841.0,1800.0,Hybrid,Automatic,11600.0,10,12284.1,1,2,0.014
Mazda,2,2008,Hatchback,172000.0,1399.0,Diesel,Manual,4999.0,13,13230.76923076923,2,0,0.442
BMW,X5,2017,Crossover,100000.0,2000.0,Hybrid,Automatic,37000.0,4,25000.0,1,2,0.932
Skoda,Octavia,2009,Universal,235000.0,1400.0,Petrol,Automatic,6200.0,12,19583.33333333333,0,2,-0.218
Fiat,Doblo,2012,Combi,256000.0,1300.0,Diesel,Manual,4490.0,9,28444.444444444445,0,0,-0.034
Audi,A8,2004,Sedan,314000.0,3000.0,Diesel,Automatic,5650.0,17,18470.58823529412,0,2,-0.669
Mercedes,B Class,2014,Microvan,194000.0,1991.0,Metan/Propan,Automatic,10000.0,7,27714.285714285717,2,2,-0.133
Dacia,Duster,2012,Crossover,67000.0,1500.0,Diesel,Manual,7200.0,9,7444.444444444444,1,2,-0.164
Mercedes,E Class,2002,Sedan,11111.0,3200.0,Diesel,Automatic,5200.0,19,584.7894736842105,1,2,-0.521
Skoda,Superb,2016,Sedan,180000.0,2000.0,Diesel,Automatic,17450.0,5,36000.0,2,2,0.314
Renault,Grand Scenic,2017,Minivan,135000.0,1462.0,Diesel,Automatic,15850.0,4,33750.0,1,2,1.257
Mini,Cooper S,2015,Hatchback,84000.0,1600.0,Petrol,Automatic,10900.0,6,14000.0,1,5,
Toyota,Avensis Verso,2002,Minivan,280000.0,2000.0,Diesel,Manual,3150.0,19,14736.842105263158,0,0,-0.342
Land Rover,Freelander,2001,SUV,230000.0,1900.0,Metan/Propan,Manual,3500.0,20,11500.0,0,0,-0.553
Opel,Astra,2011,Universal,200123.0,2000.0,Diesel,Manual,8200.0,10,20012.3,2,2,0.858
Volkswagen,Polo,2000,Hatchback,264000.0,1400.0,Petrol,Manual,2500.0,21,12571.42857142857,0,0,-0.452
Audi,A6,2018,Universal,101000.0,2000.0,Diesel,Automatic,26000.0,3,33666.666666666664,1,2,1.595
Vaz,Altele,2008,Universal,92424.0,1600.0,Metan/Propan,Manual,3399.0,13,7109.538461538462,1,0,-0.773
Mercedes,GL Class,2007,SUV,230000.0,2999.0,Diesel,Automatic,19500.0,14,16428.571428571428,0,2,-0.225
Hyundai,i20,2013,Hatchback,122000.0,1385.0,Petrol,Manual,4800.0,8,15250.0,1,0,-0.119
Skoda,Octavia,2007,Hatchback,335165.0,1986.0,Diesel,Automatic,6750.0,14,23940.35714285714,0,2,-0.149
Renault,Grand Scenic,2017,Minivan,175000.0,1462.0,Diesel,Automatic,16000.0,4,43750.0,2,2,1.278
Mercedes,Vito,2010,Minivan,220000.0,2200.0,Diesel,Manual,7500.0,11,20000.0,0,2,-0.058
Audi,A6,2009,Universal,148000.0,2995.0,Petrol,Automatic,13000.0,12,12333.333333333334,2,2,0.297
Dacia,Logan,2011,Sedan,230000.0,1200.0,Metan/Propan,Manual,2800.0,10,23000.0,0,0,-0.181
Toyota,Urban Cruiser,2011,Sedan,192000.0,1400.0,Diesel,Manual,6800.0,10,19200.0,2,2,-0.12
Volkswagen,Phaeton,2005,Sedan,257000.0,3000.0,Diesel,Automatic,9000.0,16,16062.5,0,2,0.042
Toyota,Aygo,2007,Hatchback,72000.0,1000.0,Petrol,Automatic,4400.0,14,5142.857142857143,1,0,0.127
Renault,Scenic,2012,Microvan,240000.0,1500.0,Diesel,Manual,6800.0,9,26666.666666666668,0,2,0.236
Toyota,Land Cruiser Prado,2006,SUV,205000.0,2700.0,Metan/Propan,Automatic,14800.0,15,13666.666666666666,2,2,-0.221
Skoda,Superb,2017,Sedan,176000.0,2000.0,Diesel,Automatic,19450.0,4,44000.0,2,2,0.465
Opel,Corsa,2006,Hatchback,164274.0,1300.0,Diesel,Manual,2999.0,15,10951.6,2,0,-0.179
Volkswagen,Tiguan,2008,SUV,179000.0,1400.0,Petrol,Manual,7200.0,13,13769.23076923077,2,2,-0.411
Skoda,Fabia,2002,Hatchback,230000.0,1400.0,Petrol,Manual,950.0,19,12105.263157894737,0,0,-0.803
BMW,7 Series,2016,Sedan,125000.0,2993.0,Diesel,Automatic,52500.0,5,25000.0,1,1,2.051
Rover,45,2001,Sedan,278000.0,2000.0,Diesel,Manual,2650.0,20,13900.0,0,0,0.401
Fiat,Stilo,2004,Universal,200000.0,1600.0,Metan/Propan,Manual,3000.0,17,11764.70588235294,2,0,0.298
Dacia,Duster,2011,Crossover,202176.0,1500.0,Diesel,Manual,6900.0,10,20217.6,2,2,-0.199
Skoda,Superb,2009,Sedan,265000.0,1800.0,Petrol,Manual,5950.0,12,22083.33333333333,0,2,-0.552
Volkswagen,Passat,2011,Universal,244000.0,1600.0,Diesel,Manual,9600.0,10,24400.0,0,2,0.469
Skoda,Rapid,2016,Sedan,188000.0,1422.0,Diesel,Manual,7750.0,5,37600.0,2,2,-0.019
Nissan,Qashqai+2,2011,Microvan,207000.0,1500.0,Diesel,Manual,7800.0,10,20700.0,2,2,-0.064
Ford,Fusion,2018,Sedan,33339.0,2000.0,Plug-in Hybrid,Automatic,20800.0,3,11113.0,1,2,1.05
Ford,Focus,2017,Universal,160000.0,1500.0,Diesel,Manual,7200.0,4,40000.0,2,2,0.149
Mercedes,E Class,2008,Sedan,230000.0,1800.0,Metan/Propan,Automatic,7700.0,13,17692.30769230769,0,2,-0.291
Mercedes,E Class,2000,Sedan,303000.0,2000.0,Metan/Propan,Automatic,3800.0,21,14428.57142857143,0,0,-0.65
Dacia,Sandero,2012,Hatchback,111896.0,1200.0,Petrol,Manual,3499.0,9,12432.888888888889,1,0,-0.108
Toyota,Prius,2012,Universal,165000.0,1800.0,Hybrid,Automatic,9200.0,9,18333.33333333333,2,2,0.112
Toyota,Auris,2015,Universal,169265.0,1800.0,Hybrid,Automatic,12650.0,6,28210.83333333333,2,2,0.538
Hyundai,Getz,2007,Hatchback,172316.0,1400.0,Petrol,Manual,2800.0,14,12308.285714285714,2,0,0.016
Volvo,V40,2016,Hatchback,184500.0,1500.0,Petrol,Automatic,15499.0,5,36900.0,2,5,
Mercedes,M Class,2013,Crossover,122000.0,3500.0,Diesel,Automatic,34000.0,8,15250.0,1,2,1.137
Mercedes,C Class,2017,Sedan,127000.0,2000.0,Petrol,Automatic,21990.0,4,31750.0,1,2,1.539
BMW,3 Series,2007,Sedan,193000.0,1988.0,Petrol,Automatic,7600.0,14,13785.714285714286,2,2,0.096
Audi,A4,1996,Sedan,256000.0,1800.0,Petrol,Manual,2300.0,25,10240.0,0,0,-0.712
Volvo,V60,2013,Universal,162000.0,2400.0,Plug-in Hybrid,Automatic,15000.0,8,20250.0,2,2,0.057
Volkswagen,Golf,2019,Hatchback,26000.0,1400.0,Petrol,Automatic,12990.0,2,13000.0,1,2,1.268
Toyota,Avensis,2007,Combi,220000.0,1600.0,Petrol,Manual,6500.0,14,15714.285714285714,0,2,-0.082
Hyundai,ix35,2012,SUV,199000.0,2000.0,Diesel,Manual,11800.0,9,22111.11111111111,2,2,-0.004
Skoda,Octavia,2014,Sedan,216000.0,1600.0,Diesel,Automatic,10700.0,7,30857.14285714286,0,2,0.349
Volkswagen,Jetta,2013,Sedan,188000.0,1400.0,Hybrid,Automatic,8800.0,8,23500.0,2,2,0.132
Skoda,Fabia,2012,Universal,212700.0,1200.0,Diesel,Manual,5450.0,9,23633.33333333333,2,2,0.127
Opel,Astra,2005,Universal,270000.0,1800.0,Petrol,Manual,3500.0,16,16875.0,0,0,-0.207
Volkswagen,Passat CC,2013,Sedan,60000.0,2000.0,Petrol,Automatic,12700.0,8,7500.0,1,2,0.298
Lexus,RX Series,2005,SUV,178000.0,2989.0,Metan/Propan,Automatic,9800.0,16,11125.0,2,2,-0.518
Chevrolet,Captiva,2011,Crossover,90000.0,2200.0,Diesel,Automatic,13300.0,10,9000.0,1,2,0.314
Toyota,Avensis,2014,Sedan,143000.0,2000.0,Diesel,Manual,11700.0,7,20428.571428571428,1,2,0.652
Mercedes,GLE Coupe,2017,SUV,47000.0,3000.0,Petrol,Automatic,54000.0,4,11750.0,1,1,0.045
Mercedes,E Class,2008,Sedan,230000.0,1800.0,Metan/Propan,Automatic,7800.0,13,17692.30769230769,0,2,-0.282
Other,9-3,2007,Sedan,194777.0,2000.0,Petrol,Automatic,5000.0,14,13912.642857142857,2,3,
Skoda,Octavia,2008,Universal,200000.0,1900.0,Diesel,Manual,5000.0,13,15384.615384615385,2,0,-0.369
Toyota,Prius v,2016,Hatchback,144000.0,1800.0,Hybrid,Automatic,12300.0,5,28800.0,1,2,0.199
Volvo,Altele,1995,Hatchback,5000.0,2400.0,Diesel,Manual,1700.0,26,192.30769230769232,1,0,-0.886
Mercedes,E Class,2002,Sedan,256000.0,2700.0,Diesel,Automatic,5500.0,19,13473.684210526317,0,2,-0.494
BMW,X5,2005,SUV,193000.0,3000.0,Diesel,Automatic,11850.0,16,12062.5,2,2,-0.381
Opel,Astra,2006,Hatchback,250000.0,1300.0,Diesel,Manual,4500.0,15,16666.666666666668,0,0,0.02
Volkswagen,Jetta,2015,Sedan,173000.0,1400.0,Petrol,Automatic,8600.0,6,28833.33333333333,2,2,0.106
BMW,X5,2015,SUV,185000.0,2999.0,Diesel,Automatic,34000.0,6,30833.33333333333,2,2,0.775
Toyota,Land Cruiser Prado,2006,SUV,220000.0,2700.0,Metan/Propan,Automatic,13500.0,15,14666.666666666666,0,2,-0.29
Nissan,Micra,2018,Hatchback,95000.0,900.0,Petrol,Manual,10500.0,3,31666.666666666668,1,2,2.294
Hyundai,Santa FE,2011,Crossover,169000.0,2200.0,Diesel,Automatic,13990.0,10,16900.0,2,2,-0.146
BMW,5 Series,2012,Sedan,200000.0,2000.0,Petrol,Automatic,11500.0,9,22222.222222222223,2,2,0.118
KIA,Optima,2014,Sedan,60000.0,2000.0,Metan/Propan,Automatic,9900.0,7,8571.42857142857,1,2,-0.291
Volkswagen,Caddy,2009,Minivan,276555.0,1595.0,Petrol,Manual,9500.0,12,23046.25,0,2,0.687
Opel,Astra,2005,Universal,227000.0,1600.0,Metan/Propan,Manual,4650.0,16,14187.5,0,0,0.054
Mitsubishi,Pajero Pinin,2003,Crossover,230000.0,1800.0,Metan/Propan,Automatic,4900.0,18,12777.777777777776,0,3,
KIA,Ceed Sw,2010,Universal,150000.0,1400.0,Petrol,Manual,6000.0,11,13636.363636363636,2,5,
Renault,Grand Scenic,2004,Universal,139000.0,1500.0,Diesel,Manual,3700.0,17,8176.470588235294,1,0,-0.473
Mercedes,C Class,2012,Sedan,206000.0,2200.0,Diesel,Manual,14399.0,9,22888.88888888889,2,2,0.662
Mercedes,M Class,2013,SUV,77000.0,2500.0,Diesel,Automatic,27900.0,8,9625.0,1,2,0.754
Renault,Megane,2014,Universal,139200.0,1490.0,Diesel,Automatic,7200.0,7,19885.714285714286,1,2,0.282
Mercedes,CLA,2017,Sedan,40000.0,2000.0,Petrol,Automatic,16999.0,4,10000.0,1,5,
Nissan,Qashqai,2016,Crossover,185000.0,1500.0,Diesel,Manual,13000.0,5,37000.0,2,2,0.202
Volkswagen,Golf,2015,Hatchback,157000.0,1400.0,Plug-in Hybrid,Automatic,13500.0,6,26166.666666666668,2,2,1.358
Audi,A4,2011,Universal,1234.0,2000.0,Petrol,Automatic,9500.0,10,123.4,1,2,0.188
Renault,Captur,2013,SUV,145000.0,1200.0,Petrol,Automatic,8800.0,8,18125.0,1,2,-0.074
Toyota,Auris,2013,Universal,177800.0,1400.0,Diesel,Manual,8500.0,8,22225.0,2,2,0.033
Peugeot,807,2006,Minivan,247000.0,2200.0,Diesel,Manual,2200.0,15,16466.666666666668,0,3,
BMW,7 Series,2013,Sedan,165000.0,3000.0,Diesel,Automatic,26800.0,8,20625.0,2,2,0.558
Mitsubishi,Pajero Sport,2004,Roadster,300000.0,2500.0,Diesel,Manual,8000.0,17,17647.058823529413,0,2,-0.458
Toyota,Prius Prime,2017,Sedan,95000.0,1800.0,Plug-in Hybrid,Automatic,17999.0,4,23750.0,1,5,
Subaru,Impreza,2000,Sedan,222530.0,1600.0,Petrol,Manual,3800.0,21,10596.666666666666,0,0,-0.335
Volkswagen,Passat,2005,Sedan,270000.0,2000.0,Petrol,Manual,5700.0,16,16875.0,0,2,-0.128
Ford,Focus,2012,Universal,167000.0,1000.0,Petrol,Manual,4999.0,9,18555.555555555555,2,0,-0.202
Mercedes,C Class,1995,Sedan,345000.0,1800.0,Metan/Propan,Automatic,2200.0,26,13269.23076923077,0,0,-0.746
Volkswagen,Polo,2014,Hatchback,212600.0,1400.0,Diesel,Manual,6850.0,7,30371.42857142857,2,2,0.501
Nissan,Qashqai,2013,Crossover,140000.0,1500.0,Diesel,Manual,8500.0,8,17500.0,1,2,-0.214
Opel,Insignia,2015,Hatchback,220000.0,2000.0,Petrol,Automatic,9990.0,6,36666.66666666666,0,2,0.1
Mercedes,Vito,2012,Microvan,237000.0,2200.0,Diesel,Manual,10490.0,9,26333.33333333333,0,2,0.318
Renault,Clio,2016,Universal,153000.0,1500.0,Diesel,Automatic,9200.0,5,30600.0,2,2,0.98
Mini,Cooper,2004,Coupe,320000.0,1400.0,Diesel,Manual,3800.0,17,18823.529411764703,0,0,-0.343
Opel,Combo,2012,Minivan,188000.0,2000.0,Diesel,Manual,4500.0,9,20888.88888888889,2,0,0.099
Dacia,Sandero,2015,Hatchback,215000.0,1500.0,Diesel,Manual,4850.0,6,35833.333333333336,0,0,0.237
Ford,Galaxy,2006,Minivan,218400.0,2000.0,Diesel,Manual,7000.0,15,14560.0,0,2,0.59
Renault,Megane,2005,Universal,256983.0,1500.0,Diesel,Manual,3150.0,16,16061.4375,0,0,-0.439
Volkswagen,Amarok,2011,SUV,213548.0,2000.0,Diesel,Manual,17250.0,10,21354.8,2,2,-0.115
Hyundai,Tucson,2017,SUV,130212.0,2000.0,Diesel,Automatic,17499.0,4,32553.0,1,2,0.343
Dacia,Duster,2014,Crossover,148000.0,1500.0,Diesel,Manual,7900.0,7,21142.85714285714,2,2,-0.083
Dacia,Dokker VAN,2013,Minivan,180000.0,1500.0,Diesel,Manual,3000.0,8,22500.0,2,0,-0.609
BMW,X5,2014,Crossover,107000.0,2998.0,Diesel,Automatic,37900.0,7,15285.714285714286,1,2,0.979
Suzuki,S-Cross,2017,Crossover,30100.0,1400.0,Petrol,Automatic,15500.0,4,7525.0,1,5,
Lexus,CT Series,2012,Hatchback,230000.0,1800.0,Petrol,Automatic,10299.0,9,25555.555555555555,0,2,-0.1
Ford,Galaxy,2001,Minivan,280000.0,1900.0,Diesel,Manual,1900.0,20,14000.0,0,0,-0.568
Mitsubishi,Grandis,2007,Universal,229000.0,2400.0,Metan/Propan,Manual,5600.0,14,16357.142857142857,0,5,
Volkswagen,Polo,2010,Hatchback,74000.0,1400.0,Petrol,Automatic,6500.0,11,6727.272727272727,1,2,0.424
Skoda,Fabia,2007,Universal,170000.0,1200.0,Petrol,Manual,3450.0,14,12142.857142857143,2,0,-0.286
Audi,80,1994,Sedan,266000.0,2000.0,Petrol,Manual,1700.0,27,9851.851851851852,0,0,-0.059
Volkswagen,Passat,2016,Sedan,1360.0,1800.0,Petrol,Automatic,11000.0,5,272.0,1,2,0.684
Volkswagen,Golf,2019,Hatchback,4000.0,1399.0,Petrol,Automatic,15000.0,2,2000.0,1,2,1.619
Volkswagen,Touran,2005,Microvan,400000.0,1900.0,Diesel,Manual,4500.0,16,25000.0,0,0,-0.332
BMW,5 Series,2018,Sedan,28942.0,2000.0,Petrol,Automatic,27999.0,3,9647.333333333334,1,2,1.721
BMW,X5,2016,Crossover,162000.0,2000.0,Plug-in Hybrid,Automatic,29999.0,5,32400.0,2,2,0.566
Ford,F-150,2015,Pickup,112000.0,4950.0,Petrol,Automatic,24500.0,6,18666.666666666668,1,2,-0.13
Mercedes,GLC,2016,SUV,95000.0,1991.0,Petrol,Automatic,37000.0,5,19000.0,1,2,0.208
Volkswagen,Golf,2005,Universal,278000.0,1400.0,Petrol,Manual,2850.0,16,17375.0,0,0,-0.502
BMW,3 Series,1994,Sedan,550000.0,1800.0,Petrol,Manual,3000.0,27,20370.37037037037,0,0,-0.567
Dacia,Sandero,2010,Universal,173000.0,1200.0,Petrol,Manual,3200.0,11,15727.272727272728,2,0,-0.184
Volkswagen,Transporter,2002,Minivan,270000.0,2500.0,Diesel,Manual,3990.0,19,14210.526315789471,0,0,-0.331
Toyota,Auris,2010,Hatchback,190000.0,1800.0,Hybrid,Automatic,8500.0,11,17272.727272727272,2,2,0.033
Volkswagen,Tiguan,2019,Sedan,33000.0,2000.0,Petrol,Automatic,18900.0,2,16500.0,1,2,0.546
Other,CTS,2015,Sedan,88000.0,2000.0,Petrol,Automatic,16950.0,6,14666.666666666666,1,5,
Peugeot,207,2013,Minivan,174600.0,1400.0,Petrol,Manual,5650.0,8,21825.0,2,2,0.392
KIA,Picanto,2008,Hatchback,130000.0,1200.0,Petrol,Automatic,4700.0,13,10000.0,1,3,
Volkswagen,Polo,1996,Sedan,250000.0,1400.0,Petrol,Manual,1299.0,25,10000.0,0,0,-0.715
Renault,Laguna,2008,Hatchback,180000.0,1500.0,Diesel,Manual,4900.0,13,13846.153846153846,2,0,0.082
Dacia,Logan Mcv,2009,Microvan,264714.0,1400.0,Metan/Propan,Manual,3700.0,12,22059.5,0,0,-0.215
Ford,Fusion,2015,Sedan,125000.0,2000.0,Petrol,Automatic,12499.0,6,20833.33333333333,1,2,0.232
Skoda,Rapid,2015,Sedan,196231.0,1400.0,Diesel,Manual,7650.0,6,32705.166666666668,2,2,-0.031
Volkswagen,Golf,1995,Hatchback,11111.0,1600.0,Petrol,Manual,800.0,26,427.34615384615387,1,0,-0.86
Dacia,Logan,2005,Sedan,125488.0,1400.0,Metan/Propan,Manual,2200.0,16,7843.0,1,0,-0.356
Skoda,Superb,2018,Sedan,72000.0,2000.0,Petrol,Automatic,26500.0,3,24000.0,1,2,0.995
Renault,Megane,2011,Universal,242337.0,1500.0,Diesel,Manual,5650.0,10,24233.7,0,2,0.006
Rover,45,2002,Sedan,296852.0,1600.0,Metan/Propan,Manual,2500.0,19,15623.78947368421,0,0,0.322
Opel,Insignia,2015,Sedan,76500.0,1600.0,Petrol,Automatic,12999.0,6,12750.0,1,2,0.431
Toyota,Corolla Verso,2007,Minivan,169000.0,2200.0,Diesel,Manual,4300.0,14,12071.42857142857,2,0,-0.233
Mitsubishi,Outlander,2018,Crossover,111500.0,2000.0,Plug-in Hybrid,Automatic,19900.0,3,37166.66666666666,1,2,0.753
Skoda,Octavia,2005,Universal,180000.0,2000.0,Petrol,Manual,5300.0,16,11250.0,2,2,-0.332
Volvo,S60,2010,Sedan,178000.0,1999.0,Petrol,Automatic,9490.0,11,16181.818181818182,2,2,-0.084
Renault,Grand Scenic,2016,Minivan,170000.0,1500.0,Diesel,Automatic,10500.0,5,34000.0,2,2,0.495
Mercedes,A Class,2001,Hatchback,287141.0,1400.0,Petrol,Manual,2099.0,20,14357.05,0,0,-0.621
