Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year
Peugeot,508,2015,Sedan,172000.0,1600.0,Diesel,Automatic,10500.0,6,28666.666666666668
Mercedes,Vito,2007,Universal,180000.0,3000.0,Diesel,Manual,8499.0,14,12857.142857142857
Lexus,RX Series,2004,Hatchback,280000.0,330.0,Metan/Propan,Automatic,7000.0,17,16470.58823529412
Renault,Megane,2012,Universal,176000.0,1461.0,Diesel,Manual,6400.0,9,19555.555555555555
Dacia,Logan,2010,Universal,188000.0,1461.0,Diesel,Manual,5100.0,11,17090.909090909092
Mazda,626,1989,Universal,426000.0,2000.0,Metan/Propan,Manual,1000.0,32,13312.5
Dacia,Logan Mcv,2008,Universal,350000.0,1400.0,Metan/Propan,Manual,2600.0,13,26923.076923076922
Toyota,Prius,2008,Hatchback,150000.0,1500.0,Hybrid,Automatic,6666.0,13,11538.461538461539
Toyota,Prius,2008,Sedan,15600.0,1500.0,Hybrid,Automatic,5999.0,13,1200.0
BMW,5 Series,1992,Sedan,350000.0,2000.0,Petrol,Manual,1000.0,29,12068.965517241379
Toyota,Avensis,2004,Sedan,215900.0,1998.0,Petrol,Manual,5000.0,17,12700.0
Opel,Zafira,2002,Microvan,2366.0,200.0,Diesel,Manual,3500.0,19,124.52631578947368
Volkswagen,Passat,2006,Sedan,280000.0,2000.0,Diesel,Automatic,5600.0,15,18666.666666666668
Mitsubishi,Colt,2004,Hatchback,270000.0,1332.0,Petrol,Automatic,2600.0,17,15882.35294117647
Vaz,2106,1989,Sedan,64853.0,1600.0,Metan/Propan,Manual,13000.0,32,2026.65625
Hyundai,Santa FE,2010,SUV,200480.0,2200.0,Diesel,Automatic,13700.0,11,18225.454545454544
Skoda,Fabia,2004,Universal,199000.0,1400.0,Petrol,Manual,1800.0,17,11705.882352941177
Renault,Clio,2015,Hatchback,190000.0,1500.0,Diesel,Manual,6999.0,6,31666.666666666668
Ford,Fusion,2016,Sedan,125125.0,1998.0,Plug-in Hybrid,Automatic,15700.0,5,25025.0
Volkswagen,Passat,2015,Sedan,62400.0,1800.0,Petrol,Automatic,7800.0,6,10400.0
Seat,Ibiza,2009,Microvan,210000.0,1400.0,Petrol,Automatic,4700.0,12,17500.0
Audi,A4,1995,Sedan,259231.0,1800.0,Petrol,Manual,2800.0,26,9970.423076923076
BMW,5 Series,2002,Sedan,320000.0,2926.0,Diesel,Automatic,7300.0,19,16842.105263157893
Volkswagen,Passat,1993,Sedan,384000.0,1800.0,Metan/Propan,Manual,1300.0,28,13714.285714285714
Vaz,2104,1995,Universal,78508.0,1300.0,Petrol,Manual,800.0,26,3019.5384615384614
BMW,7 Series,2006,Sedan,290130.0,3000.0,Metan/Propan,Automatic,8500.0,15,19342.0
Volkswagen,Golf,2016,Hatchback,90000.0,1800.0,Petrol,Automatic,12500.0,5,18000.0
Toyota,Auris,2012,Sedan,188000.0,1400.0,Diesel,Manual,7199.0,9,20888.88888888889
KIA,Sorento,2020,SUV,25000.0,2151.0,Diesel,Automatic,31199.0,1,25000.0
Volkswagen,Golf,1996,Hatchback,329701.0,1600.0,Metan/Propan,Manual,1796.0,25,13188.04
Volkswagen,Passat,2012,Sedan,171000.0,1400.0,Metan/Propan,Automatic,9300.0,9,19000.0
Other,Prisma,1987,Sedan,200000.0,1600.0,Petrol,Manual,700.0,34,5882.35294117647
Dacia,Duster,2012,SUV,92000.0,1461.0,Diesel,Manual,7900.0,9,10222.222222222223
Renault,Trafic,2007,Microvan,280000.0,2000.0,Metan/Propan,Manual,6500.0,14,20000.0
Toyota,Auris,2013,Hatchback,209000.0,1800.0,Hybrid,Automatic,8880.0,8,26125.0
Audi,A4,2006,Universal,21333.0,2000.0,Diesel,Automatic,2850.0,15,1422.2
Opel,Corsa,2010,Hatchback,184000.0,1300.0,Diesel,Manual,4850.0,11,16727.272727272728
Mercedes,E Class,2004,Sedan,300000.0,270.0,Diesel,Automatic,4000.0,17,17647.058823529413
Mercedes,E Class,2003,Sedan,334085.0,5000.0,Petrol,Automatic,4250.0,18,18560.277777777777
BMW,5 Series,2000,Sedan,401200.0,3000.0,Diesel,Automatic,5000.0,21,19104.761904761905
Ford,Mondeo,2018,Sedan,61000.0,2000.0,Petrol,Automatic,15900.0,3,20333.333333333332
Mazda,323,1998,Sedan,497000.0,1500.0,Petrol,Manual,2150.0,23,21608.695652173912
Honda,Insight,2009,Hatchback,166000.0,1400.0,Hybrid,Automatic,6200.0,12,13833.333333333334
Opel,Astra,2011,Universal,260000.0,1700.0,Diesel,Manual,3700.0,10,26000.0
Ford,Focus,2013,Universal,159745.0,1000.0,Petrol,Manual,6500.0,8,19968.125
Mini,Cooper,2018,Hatchback,2750.0,1500.0,Petrol,Automatic,11800.0,3,916.6666666666666
Hyundai,i30,2013,Universal,240000.0,1400.0,Diesel,Manual,6400.0,8,30000.0
Renault,Trafic,2008,Microvan,350583.0,1998.0,Diesel,Manual,6555.0,13,26967.923076923078
Ford,Focus,2006,Universal,303223.0,1800.0,Diesel,Manual,1900.0,15,20214.866666666665
Opel,Vectra,1993,Sedan,123884.0,1767.0,Petrol,Manual,450.0,28,4424.428571428572
KIA,Sportage,2019,SUV,20000.0,1600.0,Petrol,Automatic,22000.0,2,10000.0
Toyota,Auris,2016,Universal,170000.0,1400.0,Diesel,Manual,8800.0,5,34000.0
Audi,A6,2009,Sedan,178000.0,2000.0,Petrol,Automatic,10800.0,12,14833.333333333334
Ford,Escort,1995,Minivan,75000.0,1600.0,Petrol,Manual,900.0,26,2884.6153846153848
Fiat,Panda,2017,Hatchback,47000.0,1200.0,Petrol,Manual,5500.0,4,11750.0
Toyota,Corolla Verso,2007,Minivan,151000.0,1800.0,Petrol,Automatic,5550.0,14,10785.714285714286
Mercedes,GL Class,2007,SUV,250000.0,300.0,Diesel,Automatic,19999.0,14,17857.14285714286
Renault,Espace,2002,Minivan,336000.0,2200.0,Diesel,Manual,2800.0,19,17684.21052631579
KIA,Optima,2014,Sedan,72500.0,2359.0,Petrol,Automatic,12900.0,7,10357.142857142857
Mercedes,C Class,2005,Sedan,260000.0,2200.0,Diesel,Manual,5650.0,16,16250.0
Honda,Accord,2004,Sedan,282000.0,2000.0,Metan/Propan,Manual,7200.0,17,16588.235294117647
Other,Forfour,2004,Hatchback,250000.0,1500.0,Petrol,Automatic,3600.0,17,14705.882352941177
Ford,Mondeo,2005,Hatchback,24200.0,2000.0,Metan/Propan,Manual,4250.0,16,1512.5
Honda,CR-V,2007,Crossover,300000.0,2200.0,Diesel,Manual,6800.0,14,21428.571428571428
Volkswagen,Transporter,2000,Microvan,30080.0,2500.0,Diesel,Manual,5600.0,21,1432.3809523809523
Mercedes,Series (W124),1994,Sedan,270286.0,2000.0,Petrol,Manual,2650.0,27,10010.592592592593
Renault,Scenic,2015,Minivan,167325.0,1461.0,Diesel,Automatic,7699.0,6,27887.5
Volvo,Altele,1987,Sedan,350000.0,2300.0,Metan/Propan,Manual,1150.0,34,10294.117647058823
Toyota,Corolla,2010,Crossover,155000.0,1600.0,Diesel,Automatic,5500.0,11,14090.90909090909
Nissan,Qashqai,2013,Crossover,75000.0,1997.0,Petrol,Automatic,11000.0,8,9375.0
KIA,Carnival,2005,Minivan,285000.0,2900.0,Diesel,Automatic,1000.0,16,17812.5
Mercedes,E Class,2001,Sedan,22222.0,3200.0,Diesel,Automatic,2000.0,20,1111.1
Dacia,Logan,2007,Sedan,380000.0,1496.0,Diesel,Manual,3500.0,14,27142.85714285714
Opel,Astra,2011,Universal,168000.0,1300.0,Diesel,Manual,6000.0,10,16800.0
Citroen,C3,2004,Coupe,190000.0,1600.0,Petrol,Automatic,3200.0,17,11176.470588235294
Audi,A6,2009,Sedan,150000.0,2800.0,Petrol,Automatic,4500.0,12,12500.0
Honda,CR-V,2014,SUV,115000.0,1598.0,Diesel,Manual,14800.0,7,16428.571428571428
Other,MiTo,2014,Sedan,137000.0,1400.0,Petrol,Automatic,7999.0,7,19571.428571428572
Mitsubishi,Grandis,2006,Microvan,150000.0,2400.0,Metan/Propan,Manual,5800.0,15,10000.0
Renault,Grand Scenic,2010,Microvan,1111.0,1500.0,Diesel,Manual,5600.0,11,101.0
Skoda,Superb,2014,Sedan,130000.0,1800.0,Petrol,Manual,12500.0,7,18571.428571428572
Volvo,XC90,2012,SUV,200000.0,2400.0,Diesel,Automatic,11000.0,9,22222.222222222223
Volkswagen,Golf,2007,Hatchback,280000.0,1900.0,Diesel,Manual,3300.0,14,20000.0
KIA,Magentis,2001,Sedan,350000.0,200.0,Metan/Propan,Automatic,3250.0,20,17500.0
Volkswagen,Golf,2017,Universal,39000.0,1600.0,Diesel,Manual,12000.0,4,9750.0
Volvo,S60,2017,Sedan,11000.0,1969.0,Petrol,Automatic,32000.0,4,2750.0
Volvo,XC60,2009,Crossover,220000.0,2400.0,Diesel,Automatic,13200.0,12,18333.333333333332
Ford,Fusion,2019,Sedan,31000.0,1998.0,Plug-in Hybrid,Automatic,18499.0,2,15500.0
Dacia,Logan,2009,Sedan,145000.0,1400.0,Metan/Propan,Manual,1400.0,12,12083.333333333334
KIA,Rio,2004,Sedan,85000.0,1500.0,Petrol,Automatic,1200.0,17,5000.0
Renault,Megane,2010,Universal,115000.0,1500.0,Diesel,Manual,3150.0,11,10454.545454545454
Volkswagen,Golf Plus,2006,Hatchback,165000.0,1600.0,Petrol,Manual,3200.0,15,11000.0
Ford,Fiesta,2015,Sedan,56000.0,1000.0,Petrol,Automatic,5050.0,6,9333.333333333334
Skoda,Fabia,2004,Universal,220000.0,1395.0,Petrol,Manual,2950.0,17,12941.176470588236
BMW,5 Series,2004,Sedan,300000.0,2500.0,Diesel,Manual,2900.0,17,17647.058823529413
Volkswagen,Golf Plus,2010,Hatchback,78000.0,1400.0,Petrol,Automatic,3300.0,11,7090.909090909091
Mazda,5,2011,Minivan,164000.0,1600.0,Diesel,Manual,3550.0,10,16400.0
Skoda,Citigo,2013,Hatchback,45000.0,999.0,Petrol,Manual,3250.0,8,5625.0
BMW,3 Series,2009,Sedan,170000.0,2000.0,Diesel,Manual,5050.0,12,14166.666666666666
Skoda,Superb,2009,Sedan,189000.0,1400.0,Petrol,Manual,5800.0,12,15750.0
Volkswagen,Tiguan,2012,Crossover,48000.0,2000.0,Diesel,Automatic,7700.0,9,5333.333333333333
Mitsubishi,Colt,2006,Hatchback,78000.0,1100.0,Petrol,Manual,1500.0,15,5200.0
Nissan,Almera,2005,Sedan,178000.0,1500.0,Petrol,Manual,2100.0,16,11125.0
Opel,Corsa,2010,Hatchback,120000.0,1200.0,Petrol,Manual,2650.0,11,10909.09090909091
Toyota,Yaris,2012,Hatchback,95000.0,1000.0,Petrol,Manual,3700.0,9,10555.555555555555
Nissan,Primera,2003,Sedan,85000.0,1800.0,Petrol,Manual,2100.0,18,4722.222222222223
Chevrolet,Kalos,2005,Hatchback,150000.0,1200.0,Petrol,Manual,1400.0,16,9375.0
Chevrolet,Spark,2010,Hatchback,123000.0,1000.0,Petrol,Manual,2250.0,11,11181.818181818182
Subaru,Forester,2012,Crossover,189000.0,2000.0,Diesel,Manual,4400.0,9,21000.0
Audi,A6,1999,Universal,300000.0,2500.0,Diesel,Manual,2600.0,22,13636.363636363636
Toyota,Carina,1994,Minivan,4000.0,1600.0,Petrol,Manual,1700.0,27,148.14814814814815
Volkswagen,Golf,1992,Hatchback,125630.0,1600.0,Diesel,Manual,1500.0,29,4332.068965517241
Daewoo,Kalos,2004,Hatchback,120000.0,1400.0,Petrol,Manual,1300.0,17,7058.823529411765
Audi,Q7,2008,SUV,220000.0,3000.0,Diesel,Automatic,9900.0,13,16923.076923076922
Mitsubishi,Pajero,2008,SUV,120000.0,3000.0,Petrol,Automatic,7200.0,13,9230.76923076923
Other,Kyron,2007,SUV,86000.0,2000.0,Diesel,Manual,3200.0,14,6142.857142857143
Skoda,Octavia,2007,Universal,130000.0,2000.0,Petrol,Manual,3300.0,14,9285.714285714286
Other,Caliber,2006,Crossover,123000.0,2400.0,Petrol,Automatic,3200.0,15,8200.0
Hyundai,i20,2010,Hatchback,156000.0,1400.0,Petrol,Automatic,3550.0,11,14181.818181818182
Volkswagen,Passat,2015,Sedan,120000.0,2000.0,Diesel,Automatic,8500.0,6,20000.0
Honda,CR-V,2006,SUV,123000.0,2000.0,Metan/Propan,Automatic,4600.0,15,8200.0
Ford,Fiesta 5D,2010,Hatchback,95000.0,1400.0,Diesel,Manual,3700.0,11,8636.363636363636
Mercedes,GL Class,2014,Crossover,108749.0,3000.0,Diesel,Automatic,39890.0,7,15535.57142857143
BMW,3 Series,2001,Sedan,350000.0,1995.0,Diesel,Manual,3450.0,20,17500.0
Toyota,Auris,2014,Universal,178000.0,1800.0,Hybrid,Automatic,9299.0,7,25428.571428571428
Chevrolet,Aveo,2009,Sedan,174000.0,1400.0,Metan/Propan,Manual,1300.0,12,14500.0
Opel,Corsa,2009,Hatchback,89000.0,1200.0,Petrol,Manual,2700.0,12,7416.666666666667
Volkswagen,Phaeton,2010,Sedan,189000.0,3000.0,Diesel,Automatic,7300.0,11,17181.81818181818
BMW,X5,2016,SUV,120000.0,2500.0,Diesel,Automatic,34900.0,5,24000.0
Hyundai,Tucson,2005,Crossover,180000.0,2000.0,Diesel,Manual,5450.0,16,11250.0
Renault,Espace,1996,Minivan,20000.0,2000.0,Metan/Propan,Manual,2000.0,25,800.0
Honda,Civic,2004,Hatchback,190000.0,1600.0,Petrol,Manual,2999.0,17,11176.470588235294
BMW,5 Series,1997,Sedan,260000.0,1998.0,Petrol,Manual,2150.0,24,10833.333333333334
Volkswagen,Sharan,2002,Minivan,250000.0,1783.0,Metan/Propan,Automatic,3000.0,19,13157.894736842105
Renault,Grand Scenic,2011,Minivan,160200.0,1400.0,Petrol,Manual,5700.0,10,16020.0
Volkswagen,Golf,2015,Hatchback,95000.0,2000.0,Petrol,Automatic,14700.0,6,15833.333333333334
BMW,3 Series,2008,Coupe,156484.0,231.0,Diesel,Automatic,6900.0,13,12037.23076923077
Mercedes,S Class,1991,Sedan,270000.0,3000.0,Petrol,Automatic,2650.0,30,9000.0
Toyota,Rav 4,2008,SUV,136000.0,2200.0,Diesel,Manual,6300.0,13,10461.538461538461
Skoda,Octavia,2006,Hatchback,198000.0,1600.0,Petrol,Manual,2600.0,15,13200.0
Volkswagen,Polo,2015,Hatchback,78000.0,1400.0,Diesel,Manual,3900.0,6,13000.0
Volvo,XC90,2017,SUV,75000.0,2000.0,Diesel,Automatic,20000.0,4,18750.0
Hyundai,i20,2013,Hatchback,56000.0,1400.0,Petrol,Automatic,4300.0,8,7000.0
Volkswagen,Golf,2008,Hatchback,156000.0,1600.0,Petrol,Manual,3200.0,13,12000.0
Nissan,Juke,2014,Crossover,49000.0,1600.0,Petrol,Automatic,6700.0,7,7000.0
Toyota,Rav 4,2011,Crossover,121000.0,2200.0,Diesel,Manual,7800.0,10,12100.0
Hyundai,Tucson,2016,Crossover,16000.0,2000.0,Petrol,Automatic,9900.0,5,3200.0
Seat,Ibiza,2011,Universal,123000.0,1200.0,Diesel,Manual,4900.0,10,12300.0
Mercedes,E Class,2013,Sedan,186000.0,2143.0,Diesel,Manual,19999.0,8,23250.0
Dacia,Sandero,2015,Hatchback,118110.0,1200.0,Petrol,Manual,5000.0,6,19685.0
Skoda,Fabia,2012,Hatchback,157200.0,1200.0,Petrol,Manual,4700.0,9,17466.666666666668
Opel,Vectra,2001,Universal,260000.0,1800.0,Petrol,Manual,2500.0,20,13000.0
Opel,Meriva,2010,Universal,171000.0,1300.0,Diesel,Manual,4650.0,11,15545.454545454546
BMW,3 Series,1994,Sedan,310000.0,1600.0,Petrol,Manual,600.0,27,11481.481481481482
Renault,Megane,2017,Universal,190000.0,1500.0,Diesel,Automatic,11500.0,4,47500.0
Dacia,Logan,2016,Sedan,84000.0,890.0,Petrol,Manual,6100.0,5,16800.0
Ford,Kuga,2017,Crossover,146000.0,1500.0,Diesel,Automatic,14990.0,4,36500.0
Vaz,2121niva,2007,SUV,105000.0,1690.0,Petrol,Manual,3500.0,14,7500.0
Toyota,Corolla,2019,Sedan,18000.0,1800.0,Petrol,Automatic,15499.0,2,9000.0
Ford,Fusion,2013,Sedan,133000.0,2000.0,Hybrid,Automatic,9999.0,8,16625.0
Mazda,323,1999,Sedan,260000.0,1800.0,Petrol,Manual,1350.0,22,11818.181818181818
Mercedes,C Class,2005,Universal,311000.0,1800.0,Metan/Propan,Manual,4900.0,16,19437.5
Honda,Jazz,2008,Hatchback,127500.0,1339.0,Petrol,Automatic,4600.0,13,9807.692307692309
Toyota,Verso,2010,Universal,182000.0,2200.0,Diesel,Automatic,10000.0,11,16545.454545454544
Renault,Kadjar,2017,SUV,180000.0,1500.0,Diesel,Automatic,12999.0,4,45000.0
Renault,Megane,2015,Universal,197000.0,1500.0,Diesel,Automatic,7999.0,6,32833.333333333336
Mitsubishi,Outlander,2015,Crossover,169000.0,2000.0,Plug-in Hybrid,Automatic,12990.0,6,28166.666666666668
Nissan,Qashqai,2014,Crossover,171000.0,1500.0,Diesel,Manual,11990.0,7,24428.571428571428
Volvo,C30,2009,Coupe,160000.0,1600.0,Diesel,Manual,2800.0,12,13333.333333333334
Toyota,Corolla,2007,Hatchback,210000.0,1400.0,Diesel,Manual,6500.0,14,15000.0
Opel,Vectra,1995,Sedan,322940.0,1600.0,Petrol,Manual,700.0,26,12420.76923076923
Renault,Grand Scenic,2010,Minivan,174000.0,1500.0,Diesel,Manual,5900.0,11,15818.181818181818
Mazda,121,1998,Microvan,98000.0,1800.0,Diesel,Manual,1400.0,23,4260.869565217391
Volkswagen,Transporter,2002,Minivan,280000.0,2500.0,Diesel,Manual,5200.0,19,14736.842105263158
Opel,Astra,2005,Universal,289645.0,1600.0,Diesel,Manual,3000.0,16,18102.8125
Skoda,Fabia,2005,Universal,250088.0,1400.0,Diesel,Manual,3000.0,16,15630.5
KIA,Ceed,2008,Hatchback,203900.0,1396.0,Petrol,Manual,4800.0,13,15684.615384615385
Skoda,Fabia,2011,Universal,181000.0,1200.0,Diesel,Manual,4940.0,10,18100.0
Volkswagen,Polo,2011,Hatchback,245000.0,1200.0,Diesel,Manual,4840.0,10,24500.0
Volkswagen,Golf,1993,Hatchback,288000.0,1600.0,Petrol,Manual,1200.0,28,10285.714285714286
Volkswagen,Passat,2006,Minivan,370000.0,2000.0,Diesel,Automatic,6000.0,15,24666.666666666668
Other,408,1989,Sedan,29000.0,1500.0,Petrol,Manual,7500.0,32,906.25
Citroen,C3,2007,Hatchback,208000.0,1400.0,Diesel,Automatic,3950.0,14,14857.142857142857
Opel,Astra,2013,Universal,70000.0,1400.0,Metan/Propan,Manual,8099.0,8,8750.0
Volkswagen,Passat,2009,Universal,150000.0,1400.0,Metan/Propan,Manual,7500.0,12,12500.0
Vaz,2107,1995,Sedan,250000.0,1500.0,Petrol,Manual,6000.0,26,9615.384615384615
Chevrolet,Volt,2015,Hatchback,112300.0,1400.0,Plug-in Hybrid,Automatic,7200.0,6,18716.666666666668
Volkswagen,Caddy,2013,Combi,246214.0,1600.0,Diesel,Manual,5800.0,8,30776.75
Mercedes,B Class,2010,Hatchback,20000.0,1700.0,Metan/Propan,Automatic,7199.0,11,1818.1818181818182
Renault,Megane,2015,Universal,145000.0,1461.0,Diesel,Automatic,7500.0,6,24166.666666666668
Audi,Allroad,2008,Combi,209000.0,3000.0,Diesel,Automatic,4500.0,13,16076.923076923076
Opel,Vectra,2003,Hatchback,20000.0,2200.0,Diesel,Manual,1100.0,18,1111.111111111111
Skoda,Octavia,2014,Universal,190000.0,1600.0,Diesel,Automatic,9800.0,7,27142.85714285714
BMW,3 Series,1984,Sedan,330000.0,1800.0,Metan/Propan,Manual,1000.0,37,8918.918918918918
Audi,A4,2003,Sedan,30000.0,1900.0,Diesel,Automatic,5000.0,18,1666.6666666666667
Mercedes,Vito,2009,Minivan,283800.0,2193.0,Diesel,Automatic,9200.0,12,23650.0
Renault,Megane,2015,Hatchback,207000.0,1500.0,Diesel,Automatic,7200.0,6,34500.0
Opel,Astra,2006,Universal,55542.0,1600.0,Metan/Propan,Manual,2400.0,15,3702.8
Ford,Fusion,2017,Sedan,123000.0,2000.0,Hybrid,Automatic,13550.0,4,30750.0
Skoda,Fabia,2016,Hatchback,139000.0,1400.0,Diesel,Manual,7490.0,5,27800.0
Audi,A5,2008,Coupe,213000.0,3000.0,Diesel,Manual,8000.0,13,16384.615384615383
Volvo,XC90,2017,SUV,77000.0,1997.0,Plug-in Hybrid,Automatic,50600.0,4,19250.0
Renault,Megane,2005,Universal,270000.0,1500.0,Diesel,Manual,3600.0,16,16875.0
Mazda,CX-5,2012,Crossover,97000.0,2000.0,Petrol,Automatic,10700.0,9,10777.777777777777
Toyota,Prius +,2014,Universal,180000.0,1800.0,Hybrid,Automatic,10500.0,7,25714.285714285714
Skoda,Fabia RS,2011,Hatchback,98000.0,1400.0,Petrol,Automatic,6990.0,10,9800.0
Toyota,Auris,2011,Hatchback,147000.0,1800.0,Hybrid,Automatic,7900.0,10,14700.0
Porsche,Macan,2018,Crossover,45000.0,2000.0,Petrol,Automatic,27000.0,3,15000.0
Opel,Astra,2012,Universal,251000.0,1248.0,Diesel,Manual,5600.0,9,27888.88888888889
Ford,Sierra,1982,Hatchback,11111.0,1576.0,Petrol,Manual,1050.0,39,284.8974358974359
Nissan,Qashqai,2015,Crossover,158000.0,1500.0,Diesel,Manual,11990.0,6,26333.333333333332
Ford,Focus,2017,Universal,173000.0,1500.0,Diesel,Automatic,8990.0,4,43250.0
BMW,X3,2008,Crossover,154207.0,2000.0,Diesel,Automatic,11500.0,13,11862.076923076924
Mercedes,E Class,2015,Sedan,245000.0,2143.0,Diesel,Automatic,19999.0,6,40833.333333333336
Volkswagen,Polo,2002,Hatchback,240000.0,1402.0,Diesel,Manual,3200.0,19,12631.578947368422
Lexus,CT Series,2011,Hatchback,77147.0,1798.0,Hybrid,Automatic,10300.0,10,7714.7
Mercedes,E Class,1995,Sedan,299000.0,1998.0,Metan/Propan,Manual,4100.0,26,11500.0
Opel,Astra,2011,Universal,170000.0,1400.0,Petrol,Manual,5500.0,10,17000.0
Hyundai,Lantra,1992,Sedan,123456.0,1500.0,Petrol,Manual,900.0,29,4257.103448275862
BMW,5 Series,2010,Sedan,300000.0,2000.0,Diesel,Automatic,14300.0,11,27272.727272727272
Volvo,V70,2011,Universal,222685.0,2000.0,Diesel,Manual,8200.0,10,22268.5
Skoda,Felicia,1998,Minivan,290000.0,1400.0,Petrol,Manual,1500.0,23,12608.695652173914
BMW,1 Series,2012,Hatchback,200000.0,1600.0,Petrol,Manual,9999.0,9,22222.222222222223
Mercedes,E Class,1997,Sedan,255800.0,2000.0,Petrol,Manual,2900.0,24,10658.333333333334
Mercedes,A Class,2005,Coupe,333333.0,1400.0,Petrol,Manual,6000.0,16,20833.3125
Nissan,Patrol,2005,SUV,333333.0,3000.0,Diesel,Manual,8000.0,16,20833.3125
Ford,Focus,2017,Hatchback,40000.0,999.0,Petrol,Automatic,10000.0,4,10000.0
Suzuki,Grand Vitara,2000,Coupe,534536.0,2000.0,Hybrid,Manual,6000.0,21,25454.095238095237
Chevrolet,Captiva,2008,Universal,333333.0,2400.0,Diesel,Manual,8000.0,13,25641.0
Seat,Toledo,2008,Microvan,44444.0,2000.0,Diesel,Automatic,6000.0,13,3418.769230769231
KIA,Rio,2004,Minivan,544444.0,1500.0,Petrol,Manual,3000.0,17,32026.117647058825
Ford,Transit Connect,2005,Minivan,222222.0,1400.0,Diesel,Manual,5000.0,16,13888.875
Ford,Scorpio,1995,Sedan,215000.0,1998.0,Petrol,Manual,1800.0,26,8269.23076923077
Citroen,C5,2005,Coupe,254255.0,2000.0,Metan/Propan,Manual,5000.0,16,15890.9375
Mercedes,M Class,2004,Sedan,324000.0,2700.0,Diesel,Automatic,3900.0,17,19058.823529411766
Fiat,Scudo,2000,Universal,111111.0,2000.0,Diesel,Manual,3000.0,21,5291.0
Skoda,Octavia,2011,Sedan,230000.0,1600.0,Diesel,Manual,8000.0,10,23000.0
Other,Caravan,2000,Microvan,22222.0,2500.0,Diesel,Manual,3500.0,21,1058.1904761904761
BMW,5 Series,2007,Universal,250000.0,2995.0,Diesel,Automatic,4000.0,14,17857.14285714286
Mercedes,B Class,2007,Hatchback,197000.0,2000.0,Diesel,Automatic,8500.0,14,14071.42857142857
Chevrolet,Aveo,2006,Sedan,190000.0,1200.0,Metan/Propan,Manual,2200.0,15,12666.666666666666
Ford,Focus,2013,Hatchback,127000.0,998.0,Petrol,Manual,5800.0,8,15875.0
Nissan,Maxima,2001,Sedan,385000.0,2000.0,Petrol,Automatic,2450.0,20,19250.0
BMW,7 Series,1999,Sedan,530000.0,3000.0,Diesel,Automatic,10000.0,22,24090.909090909092
Renault,Kadjar,2016,Crossover,158000.0,1500.0,Diesel,Automatic,12350.0,5,31600.0
Opel,Astra,2007,Universal,55674.0,1800.0,Petrol,Manual,3400.0,14,3976.714285714286
Mercedes,S Class,2000,Sedan,462000.0,3198.0,Diesel,Automatic,5500.0,21,22000.0
BMW,7 Series,2010,Sedan,21000.0,2989.0,Diesel,Automatic,20000.0,11,1909.090909090909
BMW,5 Series,1995,Sedan,422222.0,2000.0,Metan/Propan,Manual,2700.0,26,16239.307692307691
KIA,Sorento,2007,SUV,222222.0,2500.0,Diesel,Automatic,7500.0,14,15873.0
Volkswagen,Transporter,1997,Minivan,475000.0,2500.0,Diesel,Manual,4900.0,24,19791.666666666668
Volkswagen,Golf,2012,Cabriolet,70000.0,1400.0,Petrol,Manual,8900.0,9,7777.777777777777
Renault,Laguna,2004,Hatchback,228100.0,1800.0,Petrol,Manual,3250.0,17,13417.64705882353
Toyota,Auris,2008,Hatchback,300000.0,1394.0,Diesel,Manual,5200.0,13,23076.923076923078
Mazda,3,2005,Hatchback,180000.0,1400.0,Petrol,Manual,3400.0,16,11250.0
Toyota,Auris,2017,Universal,133000.0,1400.0,Diesel,Manual,11000.0,4,33250.0
KIA,Sportage,2019,SUV,27000.0,1598.0,Petrol,Automatic,15500.0,2,13500.0
Volkswagen,Golf,2015,Universal,104000.0,1968.0,Diesel,Automatic,17500.0,6,17333.333333333332
BMW,X3,2014,Crossover,90000.0,1995.0,Diesel,Automatic,27900.0,7,12857.142857142857
Audi,100,1991,Sedan,371206.0,2598.0,Metan/Propan,Manual,1400.0,30,12373.533333333333
Mazda,CX-5,2013,Crossover,181222.0,2200.0,Diesel,Automatic,13700.0,8,22652.75
Mazda,6,2008,Sedan,216000.0,1998.0,Petrol,Automatic,7999.0,13,16615.384615384617
Volkswagen,Caddy,2008,Universal,135000.0,2000.0,Metan/Propan,Manual,3300.0,13,10384.615384615385
Mercedes,M Class,2008,SUV,196000.0,3200.0,Diesel,Automatic,9900.0,13,15076.923076923076
Toyota,Prius,2014,Sedan,123000.0,1800.0,Petrol,Manual,4550.0,7,17571.428571428572
Audi,A6,2011,Sedan,156000.0,2000.0,Petrol,Automatic,10200.0,10,15600.0
Mitsubishi,Space Star,2004,Hatchback,89000.0,1300.0,Petrol,Manual,1400.0,17,5235.294117647059
Citroen,C8,2004,Minivan,196000.0,2000.0,Petrol,Manual,2500.0,17,11529.411764705883
Ford,Mondeo,2008,Sedan,102300.0,2300.0,Petrol,Automatic,4900.0,13,7869.2307692307695
KIA,Sportage,2017,Crossover,113600.0,2000.0,Petrol,Automatic,7500.0,4,28400.0
Opel,Corsa,2006,Hatchback,187000.0,1200.0,Petrol,Automatic,3700.0,15,12466.666666666666
Mercedes,E Class,2011,Sedan,300000.0,2200.0,Diesel,Automatic,13999.0,10,30000.0
Volkswagen,Touareg,2007,Universal,2320.0,3000.0,Diesel,Automatic,11999.0,14,165.71428571428572
