Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year
Volkswagen,Sharan,2009,Minivan,235406.0,2000.0,Diesel,Manual,7699.0,12,19617.166666666668
Mercedes,GLC,2016,Crossover,170351.0,2200.0,Diesel,Automatic,28999.0,5,34070.2
BMW,3 Series,2015,Sedan,32337.0,2000.0,Petrol,Automatic,13999.0,6,5389.5
Mercedes,E Class,2013,Sedan,208301.0,2200.0,Diesel,Automatic,18499.0,8,26037.625
Mercedes,GLC,2016,Crossover,162772.0,2143.0,Diesel,Automatic,29499.0,5,32554.4
Toyota,Auris,2013,Hatchback,182109.0,1400.0,Diesel,Automatic,11899.0,8,22763.625
Renault,Scenic,2013,Universal,183486.0,1500.0,Diesel,Automatic,9899.0,8,22935.75
Mercedes,Vito,2009,Minivan,251853.0,2148.0,Diesel,Manual,8499.0,12,20987.75
Audi,A6,2007,Sedan,184315.0,2000.0,Petrol,Manual,8850.0,14,13165.357142857143
Renault,Kadjar,2015,Crossover,130568.0,1500.0,Diesel,Automatic,14199.0,6,21761.333333333332
Audi,A6,2012,Sedan,148304.0,2000.0,Petrol,Automatic,13299.0,9,16478.222222222223
Dacia,Duster,2012,Crossover,139433.0,1500.0,Diesel,Manual,7199.0,9,15492.555555555555
Hyundai,Accent,2018,Sedan,39188.0,1600.0,Petrol,Automatic,10499.0,3,13062.666666666666
Mercedes,CLK Class,2004,Coupe,385495.0,2688.0,Diesel,Automatic,11999.0,17,22676.176470588234
Toyota,Auris,2011,Hatchback,130701.0,1400.0,Diesel,Manual,7799.0,10,13070.1
Skoda,Superb,2014,Sedan,203405.0,1600.0,Diesel,Automatic,14199.0,7,29057.85714285714
Mercedes,E Class,2009,Sedan,230654.0,1800.0,Metan/Propan,Automatic,9599.0,12,19221.166666666668
Skoda,Octavia RS,2007,Sedan,219020.0,2000.0,Petrol,Manual,7299.0,14,15644.285714285714
Dacia,Dokker,2013,Universal,135956.0,1200.0,Petrol,Manual,6299.0,8,16994.5
Renault,Scenic,2014,Universal,156200.0,1500.0,Diesel,Manual,8499.0,7,22314.285714285714
Citroen,C4 Cactus,2016,Crossover,58552.0,1600.0,Diesel,Automatic,13899.0,5,11710.4
Audi,Q5,2013,Crossover,120697.0,2000.0,Petrol,Automatic,20000.0,8,15087.125
Honda,Accord,2018,Sedan,61503.0,1993.0,Hybrid,Automatic,18500.0,3,20501.0
Lexus,RX Series,2010,Crossover,225000.0,3500.0,Hybrid,Automatic,19999.0,11,20454.545454545456
Mercedes,E Class,2013,Sedan,204545.0,2200.0,Hybrid,Automatic,16999.0,8,25568.125
Volkswagen,Jetta,2013,Sedan,197710.0,1395.0,Hybrid,Automatic,8250.0,8,24713.75
Toyota,Land Cruiser Prado,2012,Crossover,171875.0,2700.0,Metan/Propan,Automatic,22000.0,9,19097.222222222223
Honda,CR-V,2014,Crossover,180570.0,1600.0,Diesel,Manual,14200.0,7,25795.714285714286
Audi,A4,2012,Universal,257750.0,2000.0,Diesel,Automatic,17499.0,9,28638.88888888889
Mercedes,E Class,2012,Sedan,178031.0,2143.0,Diesel,Automatic,17500.0,9,19781.222222222223
Renault,Scenic,2012,Hatchback,209205.0,1500.0,Diesel,Manual,7699.0,9,23245.0
Hyundai,Tucson,2018,Crossover,87799.0,1600.0,Petrol,Automatic,19500.0,3,29266.333333333332
Audi,A6,2009,Sedan,147396.0,2000.0,Petrol,Automatic,12999.0,12,12283.0
BMW,5 Series,2002,Sedan,333531.0,2200.0,Metan/Propan,Automatic,4999.0,19,17554.263157894737
Hyundai,Santa FE,2013,Crossover,99745.0,2000.0,Petrol,Automatic,15699.0,8,12468.125
Ford,Edge,2015,Crossover,160004.0,2000.0,Petrol,Automatic,15999.0,6,26667.333333333332
Volvo,XC90,2013,Crossover,141437.0,2400.0,Diesel,Automatic,23000.0,8,17679.625
Renault,Megane,2015,Hatchback,118416.0,1461.0,Diesel,Manual,9899.0,6,19736.0
BMW,4 series,2015,Coupe,90772.0,2000.0,Petrol,Automatic,18499.0,6,15128.666666666666
BMW,3 Series,2012,Sedan,173305.0,1995.0,Diesel,Manual,11499.0,9,19256.11111111111
Mercedes,E Class,2006,Sedan,434396.0,2200.0,Diesel,Automatic,8999.0,15,28959.733333333334
Lexus,LX Series,2007,SUV,194533.0,4678.0,Metan/Propan,Automatic,25650.0,14,13895.214285714286
Dacia,Sandero Stepway,2017,Hatchback,65000.0,898.0,Petrol,Manual,7199.0,4,16250.0
Renault,Megane,2014,Hatchback,208585.0,1461.0,Diesel,Automatic,7799.0,7,29797.85714285714
Volkswagen,Passat,1991,Sedan,333542.0,1800.0,Metan/Propan,Manual,1899.0,30,11118.066666666668
Volkswagen,Golf,2009,Hatchback,144890.0,1390.0,Petrol,Manual,6799.0,12,12074.166666666666
KIA,Sportage,2016,Crossover,40630.0,1700.0,Diesel,Automatic,16750.0,5,8126.0
Volkswagen,Caravelle,2008,Minivan,189412.0,2500.0,Diesel,Manual,12400.0,13,14570.153846153846
BMW,5 Series,2013,Sedan,128886.0,2000.0,Diesel,Automatic,17499.0,8,16110.75
Suzuki,Vitara,2015,Crossover,80742.0,1600.0,Petrol,Manual,12399.0,6,13457.0
Volkswagen,Golf,2013,Hatchback,187399.0,1400.0,Petrol,Automatic,9999.0,8,23424.875
Mercedes,Vito,2019,Minivan,99808.0,2000.0,Diesel,Automatic,28499.0,2,49904.0
Volkswagen,Passat,2017,Sedan,120200.0,1800.0,Petrol,Automatic,12999.0,4,30050.0
Porsche,Panamera,2015,Sedan,46000.0,4800.0,Petrol,Automatic,67899.0,6,7666.666666666667
Mercedes,S Class,2013,Sedan,248413.0,3000.0,Diesel,Automatic,33500.0,8,31051.625
Lexus,GX Series,2010,Crossover,220990.0,4608.0,Metan/Propan,Automatic,27499.0,11,20090.0
Volkswagen,Golf,2009,Hatchback,110601.0,1400.0,Petrol,Manual,7150.0,12,9216.75
BMW,X6,2008,Crossover,132917.0,2979.0,Petrol,Automatic,18900.0,13,10224.384615384615
Infiniti,QX Series,2016,Hatchback,14733.0,2000.0,Petrol,Automatic,18499.0,5,2946.6
Volkswagen,Touran,2011,Minivan,200907.0,1200.0,Petrol,Manual,7599.0,10,20090.7
Toyota,Auris,2015,Hatchback,161881.0,1800.0,Hybrid,Automatic,11799.0,6,26980.166666666668
BMW,X5,2011,Crossover,202957.0,3000.0,Diesel,Automatic,24499.0,10,20295.7
Nissan,Qashqai,2016,Crossover,154043.0,1500.0,Diesel,Manual,13699.0,5,30808.6
BMW,X6,2017,Crossover,70714.0,3000.0,Diesel,Automatic,56999.0,4,17678.5
Citroen,C4 Picasso,2011,Microvan,214791.0,1560.0,Diesel,Automatic,6999.0,10,21479.1
Ford,Mondeo,2010,Sedan,178125.0,1999.0,Metan/Propan,Manual,7899.0,11,16193.181818181818
Renault,Kadjar,2018,Crossover,36011.0,1200.0,Petrol,Manual,11799.0,3,12003.666666666666
Land Rover,Range Rover Evoque,2012,Crossover,93112.0,2179.0,Diesel,Automatic,19499.0,9,10345.777777777777
Mercedes,M Class,2012,Universal,234428.0,2200.0,Diesel,Automatic,25299.0,9,26047.555555555555
Other,9-5,2006,Sedan,399470.0,1900.0,Diesel,Automatic,3599.0,15,26631.333333333332
BMW,7 Series,2012,Sedan,125076.0,3000.0,Petrol,Automatic,24500.0,9,13897.333333333334
Dacia,Logan,2008,Hatchback,203644.0,1500.0,Diesel,Manual,4599.0,13,15664.923076923076
Volkswagen,Passat,2015,Universal,183979.0,2000.0,Diesel,Automatic,18499.0,6,30663.166666666668
Hyundai,Tucson,2018,Crossover,10500.0,1600.0,Diesel,Automatic,22900.0,3,3500.0
Toyota,C-HR,2017,Crossover,130591.0,1800.0,Hybrid,Automatic,18499.0,4,32647.75
Renault,Megane,2016,Universal,175000.0,1461.0,Diesel,Manual,11599.0,5,35000.0
Infiniti,QX60,2016,Crossover,102151.0,2500.0,Hybrid,Automatic,29999.0,5,20430.2
BMW,i3,2017,Hatchback,61827.0,647.0,Hybrid,Automatic,20599.0,4,15456.75
Volvo,V60,2013,Universal,151658.0,2400.0,Plug-in Hybrid,Automatic,14499.0,8,18957.25
Toyota,Prius,2013,Hatchback,123821.0,1798.0,Plug-in Hybrid,Automatic,9999.0,8,15477.625
Subaru,B9 Tribeca,2007,Crossover,230384.0,3000.0,Metan/Propan,Automatic,8299.0,14,16456.0
Ford,Fusion,2014,Sedan,213000.0,2000.0,Hybrid,Automatic,11399.0,7,30428.571428571428
Hyundai,Santa FE,2017,Crossover,22843.0,2000.0,Petrol,Automatic,20999.0,4,5710.75
Skoda,Superb,2015,Sedan,159272.0,1600.0,Diesel,Automatic,16950.0,6,26545.333333333332
Toyota,Prius,2008,Hatchback,244000.0,1500.0,Hybrid,Automatic,6999.0,13,18769.23076923077
Lexus,Es Series,2007,Sedan,171934.0,3456.0,Petrol,Automatic,12699.0,14,12281.0
Lexus,RX Series,2016,Crossover,141764.0,3500.0,Hybrid,Automatic,47999.0,5,28352.8
Mercedes,GLK Class,2011,Crossover,192000.0,2143.0,Diesel,Automatic,15650.0,10,19200.0
Mercedes,GLC,2015,Crossover,60570.0,2149.0,Diesel,Automatic,31900.0,6,10095.0
Mercedes,S Class,2014,Sedan,106029.0,2987.0,Diesel,Automatic,43900.0,7,15147.0
Volkswagen,Bora,2000,Sedan,317409.0,1595.0,Petrol,Automatic,4150.0,21,15114.714285714286
Renault,Megane,2014,Universal,211688.0,1500.0,Diesel,Automatic,8799.0,7,30241.14285714286
Ford,Escape,2017,Crossover,115494.0,1500.0,Petrol,Automatic,13499.0,4,28873.5
Volkswagen,Touran,2011,Universal,143981.0,1390.0,Petrol,Automatic,9500.0,10,14398.1
Volvo,V40,2013,Hatchback,199749.0,1560.0,Diesel,Manual,10999.0,8,24968.625
Honda,CR-V,2012,Crossover,150389.0,2200.0,Diesel,Manual,14499.0,9,16709.88888888889
Renault,Scenic,2010,Universal,175589.0,1500.0,Diesel,Automatic,6699.0,11,15962.636363636364
Mercedes,E Class,2009,Sedan,368591.0,2149.0,Diesel,Automatic,12499.0,12,30715.916666666668
Honda,Accord,2018,Sedan,6639.0,2000.0,Petrol,Automatic,20499.0,3,2213.0
Mercedes,E Class,2011,Sedan,190714.0,1800.0,Petrol,Automatic,14900.0,10,19071.4
Nissan,Xterra,2003,Crossover,175459.0,2400.0,Petrol,Manual,4799.0,18,9747.722222222223
BMW,X5,2013,Crossover,92532.0,3000.0,Petrol,Automatic,16999.0,8,11566.5
Mercedes,C Class,2013,Sedan,90109.0,1800.0,Petrol,Automatic,12999.0,8,11263.625
Volkswagen,Lupo,2002,Hatchback,259080.0,1200.0,Diesel,Manual,2499.0,19,13635.78947368421
Mitsubishi,Outlander,2013,Crossover,232852.0,2000.0,Plug-in Hybrid,Automatic,14499.0,8,29106.5
Mini,Countryman,2013,Hatchback,151582.0,2000.0,Diesel,Automatic,13999.0,8,18947.75
Honda,CR-V,2005,Crossover,220072.0,2000.0,Petrol,Manual,7599.0,16,13754.5
BMW,X3,2012,Crossover,224000.0,2000.0,Petrol,Automatic,14999.0,9,24888.88888888889
Renault,Clio Symbol,2006,Sedan,160000.0,1400.0,Petrol,Manual,3499.0,15,10666.666666666666
Mini,One,2013,Cabriolet,89382.0,1600.0,Petrol,Manual,14899.0,8,11172.75
Mini,Cooper,2013,Cabriolet,89000.0,1600.0,Petrol,Manual,14899.0,8,11125.0
Toyota,Yaris,2010,Hatchback,121000.0,1000.0,Petrol,Manual,4599.0,11,11000.0
Renault,Megane,2010,Universal,185000.0,1500.0,Diesel,Automatic,6899.0,11,16818.18181818182
Opel,Meriva,2010,Hatchback,138648.0,1400.0,Metan/Propan,Manual,4399.0,11,12604.363636363636
Chevrolet,Aveo,2012,Sedan,69599.0,1400.0,Petrol,Manual,6699.0,9,7733.222222222223
Ford,Fusion,2017,Sedan,28800.0,2000.0,Plug-in Hybrid,Automatic,17499.0,4,7200.0
Renault,Scenic,2012,Universal,185000.0,1500.0,Diesel,Automatic,8399.0,9,20555.555555555555
Mercedes,GLE Coupe,2017,Crossover,102487.0,3000.0,Petrol,Automatic,52999.0,4,25621.75
Mercedes,B Class,2012,Universal,186408.0,1600.0,Petrol,Automatic,10899.0,9,20712.0
BMW,7 Series,1998,Sedan,331079.0,2800.0,Metan/Propan,Automatic,6699.0,23,14394.739130434782
Volkswagen,Passat,2009,Universal,210906.0,1400.0,Metan/Propan,Automatic,5599.0,12,17575.5
BMW,X3,2011,Crossover,175099.0,2000.0,Diesel,Automatic,16499.0,10,17509.9
Volvo,XC60,2014,Crossover,177000.0,2400.0,Diesel,Automatic,20199.0,7,25285.714285714286
Skoda,Superb,2011,Universal,194131.0,2000.0,Diesel,Automatic,10899.0,10,19413.1
Toyota,Auris,2011,Hatchback,200000.0,1800.0,Hybrid,Automatic,8699.0,10,20000.0
Volkswagen,Caddy,2012,Universal,181304.0,1600.0,Diesel,Manual,11099.0,9,20144.88888888889
Nissan,Qashqai,2014,Crossover,38577.0,1600.0,Diesel,Automatic,14999.0,7,5511.0
Volkswagen,Passat,2009,Universal,226560.0,1400.0,Petrol,Automatic,6799.0,12,18880.0
Chevrolet,Epica,2009,Sedan,260992.0,2000.0,Petrol,Manual,4999.0,12,21749.333333333332
Toyota,Avensis,2014,Universal,73000.0,2000.0,Petrol,Automatic,10499.0,7,10428.57142857143
Volkswagen,Jetta,2012,Sedan,285209.0,1400.0,Hybrid,Automatic,7699.0,9,31689.88888888889
KIA,Rio,2013,Hatchback,182000.0,1200.0,Diesel,Manual,6499.0,8,22750.0
Toyota,Prius,2017,Hatchback,125458.0,1800.0,Hybrid,Automatic,14999.0,4,31364.5
Hyundai,i40,2012,Universal,211000.0,1700.0,Diesel,Automatic,8799.0,9,23444.444444444445
Opel,Insignia,2015,Sedan,223032.0,1600.0,Petrol,Automatic,10399.0,6,37172.0
Toyota,Auris,2015,Universal,159386.0,1400.0,Diesel,Manual,10299.0,6,26564.333333333332
Ford,Fusion,2014,Sedan,76293.0,1500.0,Petrol,Automatic,10399.0,7,10899.0
Nissan,Qashqai,2016,Crossover,144950.0,1200.0,Petrol,Automatic,13699.0,5,28990.0
Honda,CR-V,2013,Crossover,155000.0,2200.0,Diesel,Automatic,18299.0,8,19375.0
Dacia,Lodgy,2012,Universal,161738.0,1200.0,Petrol,Manual,6299.0,9,17970.88888888889
Volkswagen,Tiguan,2010,Crossover,155474.0,1400.0,Petrol,Manual,8999.0,11,14134.0
Volkswagen,Passat,2006,Sedan,332093.0,2000.0,Diesel,Automatic,7899.0,15,22139.533333333333
BMW,X3,2008,Crossover,163930.0,2000.0,Diesel,Manual,9499.0,13,12610.0
Audi,Q5,2015,Crossover,194826.0,2000.0,Diesel,Automatic,22999.0,6,32471.0
Renault,Scenic,2004,Hatchback,221000.0,1500.0,Diesel,Manual,2999.0,17,13000.0
Nissan,Juke,2011,Crossover,153000.0,1600.0,Petrol,Automatic,9999.0,10,15300.0
Hyundai,Sonata,2013,Sedan,92000.0,2000.0,Petrol,Automatic,9099.0,8,11500.0
Honda,CR-V,2017,Crossover,104434.0,1500.0,Petrol,Automatic,18999.0,4,26108.5
Nissan,Note,2006,Hatchback,260501.0,1500.0,Diesel,Manual,4799.0,15,17366.733333333334
Nissan,Juke,2011,Crossover,171000.0,1600.0,Petrol,Automatic,9299.0,10,17100.0
BMW,2 Series,2016,Universal,171921.0,1500.0,Diesel,Automatic,14199.0,5,34384.2
BMW,X1,2016,Coupe,86867.0,2000.0,Diesel,Automatic,24499.0,5,17373.4
Volkswagen,Passat,2018,Sedan,107783.0,1600.0,Diesel,Automatic,18999.0,3,35927.666666666664
Mercedes,E Class,2007,Universal,298080.0,2200.0,Diesel,Automatic,10199.0,14,21291.428571428572
Toyota,Verso,2014,Universal,160000.0,1600.0,Diesel,Manual,12199.0,7,22857.14285714286
Honda,Civic,2016,Sedan,75000.0,1500.0,Petrol,Automatic,12499.0,5,15000.0
Skoda,Fabia,2011,Universal,239535.0,1200.0,Diesel,Manual,5299.0,10,23953.5
Toyota,Auris,2015,Universal,114307.0,1400.0,Diesel,Manual,9999.0,6,19051.166666666668
Volkswagen,Transporter,2008,Minivan,135913.0,2000.0,Metan/Propan,Manual,10999.0,13,10454.846153846154
Toyota,Prius,2008,Hatchback,281452.0,1500.0,Hybrid,Automatic,6699.0,13,21650.153846153848
KIA,Optima,2017,Sedan,15000.0,2000.0,Hybrid,Automatic,18499.0,4,3750.0
Audi,A6,2019,Sedan,6543.0,2000.0,Petrol,Automatic,41999.0,2,3271.5
Mercedes,Series (W124),1994,Sedan,261457.0,2000.0,Petrol,Manual,4599.0,27,9683.592592592593
Lexus,Es Series,2018,Sedan,34513.0,2500.0,Hybrid,Automatic,32900.0,3,11504.333333333334
Audi,A4,1996,Universal,290000.0,1800.0,Petrol,Manual,5699.0,25,11600.0
Toyota,Auris,2013,Universal,165083.0,1800.0,Hybrid,Automatic,10499.0,8,20635.375
Toyota,Auris,2008,Hatchback,289000.0,1400.0,Diesel,Manual,5700.0,13,22230.76923076923
Toyota,Camry,2004,Sedan,350000.0,2400.0,Metan/Propan,Automatic,7499.0,17,20588.235294117647
Hyundai,Santa FE,2013,Crossover,127518.0,2000.0,Petrol,Automatic,15699.0,8,15939.75
Audi,A4,2016,Sedan,82960.0,2000.0,Petrol,Automatic,20400.0,5,16592.0
KIA,Optima,2012,Sedan,166000.0,2400.0,Hybrid,Automatic,9999.0,9,18444.444444444445
Mercedes,B Class,2009,Universal,193000.0,1500.0,Petrol,Manual,6799.0,12,16083.333333333334
KIA,Niro,2017,Hatchback,124000.0,1600.0,Hybrid,Automatic,17499.0,4,31000.0
Toyota,Avensis Verso,2004,Universal,234000.0,2000.0,Diesel,Manual,6599.0,17,13764.70588235294
Volkswagen,Passat,2015,Universal,209000.0,2000.0,Diesel,Automatic,15999.0,6,34833.333333333336
Dacia,Duster,2012,Crossover,142000.0,1500.0,Diesel,Manual,9799.0,9,15777.777777777777
Audi,Q7,2017,Crossover,87695.0,2000.0,Petrol,Automatic,38999.0,4,21923.75
Lexus,CT Series,2011,Hatchback,208771.0,1800.0,Hybrid,Automatic,10499.0,10,20877.1
Volkswagen,Golf,2008,Hatchback,180163.0,1400.0,Petrol,Manual,5799.0,13,13858.692307692309
Toyota,Aygo,2008,Hatchback,140038.0,1000.0,Petrol,Manual,4100.0,13,10772.153846153846
BMW,X6,2008,Crossover,132413.0,3000.0,Petrol,Automatic,18900.0,13,10185.615384615385
Lexus,RX Series,2006,Crossover,136942.0,3311.0,Metan/Propan,Automatic,11899.0,15,9129.466666666667
KIA,Sorento,2006,Crossover,283000.0,2500.0,Diesel,Automatic,5999.0,15,18866.666666666668
BMW,5 Series,2011,Sedan,190221.0,2000.0,Diesel,Automatic,15399.0,10,19022.1
Skoda,Octavia,2010,Universal,120000.0,1400.0,Petrol,Manual,6499.0,11,10909.09090909091
Mercedes,E Class,2005,Sedan,410146.0,1800.0,Petrol,Manual,7700.0,16,25634.125
Mini,Cooper,2002,Hatchback,97473.0,1600.0,Petrol,Automatic,5999.0,19,5130.1578947368425
Toyota,Prius,2014,Hatchback,51981.0,1800.0,Plug-in Hybrid,Automatic,11799.0,7,7425.857142857143
Renault,Kadjar,2016,Crossover,143440.0,1461.0,Diesel,Automatic,12399.0,5,28688.0
Ford,Fusion,2013,Sedan,185013.0,2000.0,Hybrid,Automatic,12999.0,8,23126.625
Opel,Astra,2017,Hatchback,113292.0,1400.0,Petrol,Manual,9899.0,4,28323.0
BMW,5 Series,2013,Sedan,118335.0,2000.0,Petrol,Automatic,22500.0,8,14791.875
Mercedes,E Class,2017,Sedan,95029.0,1950.0,Diesel,Automatic,35999.0,4,23757.25
Mercedes,GLK Class,2010,Crossover,318991.0,2143.0,Diesel,Automatic,14799.0,11,28999.18181818182
Skoda,Fabia,2014,Universal,197031.0,1598.0,Diesel,Manual,8250.0,7,28147.285714285714
Volkswagen,Golf,2013,Hatchback,218882.0,1600.0,Diesel,Manual,9999.0,8,27360.25
Toyota,C-HR,2017,Crossover,112658.0,1800.0,Hybrid,Automatic,18499.0,4,28164.5
Volkswagen,Golf,2009,Universal,189962.0,1400.0,Petrol,Automatic,6499.0,12,15830.166666666666
Toyota,Rav 4,2013,Crossover,207050.0,2200.0,Diesel,Automatic,17999.0,8,25881.25
Mini,Cooper S,2013,Cabriolet,89000.0,1600.0,Petrol,Manual,14899.0,8,11125.0
Mitsubishi,ASX,2020,Crossover,22000.0,2000.0,Petrol,Automatic,18999.0,1,22000.0
Skoda,Fabia,2011,Universal,171184.0,1200.0,Diesel,Manual,5599.0,10,17118.4
Dacia,Duster,2013,Crossover,190187.0,1500.0,Diesel,Manual,7399.0,8,23773.375
Volkswagen,Passat,2013,Universal,129204.0,1400.0,Metan/Propan,Automatic,8999.0,8,16150.5
Honda,CR-V,2007,Sedan,249700.0,2000.0,Metan/Propan,Automatic,9999.0,14,17835.714285714286
Nissan,Qashqai,2018,Crossover,144437.0,1500.0,Diesel,Manual,14999.0,3,48145.666666666664
Nissan,Juke,2012,Crossover,150236.0,1600.0,Petrol,Automatic,10199.0,9,16692.88888888889
Opel,Zafira,2011,Universal,142414.0,1400.0,Petrol,Manual,8299.0,10,14241.4
Opel,Astra,2011,Universal,158848.0,1400.0,Petrol,Manual,5999.0,10,15884.8
KIA,Picanto,2017,Hatchback,31452.0,1000.0,Petrol,Manual,7199.0,4,7863.0
Toyota,Prius,2017,Hatchback,93000.0,1800.0,Hybrid,Automatic,13599.0,4,23250.0
Volkswagen,Golf,2009,Hatchback,153533.0,1400.0,Petrol,Manual,5699.0,12,12794.416666666666
Ford,Fusion,2016,Sedan,94385.0,1999.0,Plug-in Hybrid,Automatic,15999.0,5,18877.0
KIA,Sportage,2004,Sedan,239785.0,1991.0,Diesel,Manual,7999.0,17,14105.0
Mercedes,E Class,2005,Sedan,410130.0,3000.0,Diesel,Automatic,10199.0,16,25633.125
Mercedes,E Class,2017,Sedan,156000.0,2200.0,Diesel,Automatic,30299.0,4,39000.0
Renault,Megane,2013,Universal,265709.0,1500.0,Diesel,Manual,6299.0,8,33213.625
Seat,Ibiza,2012,Universal,210000.0,1200.0,Diesel,Manual,5399.0,9,23333.333333333332
Mercedes,E Class,2014,Sedan,292583.0,2200.0,Diesel,Automatic,14300.0,7,41797.57142857143
Mercedes,Vito,2010,Microvan,252833.0,2200.0,Diesel,Manual,9799.0,11,22984.81818181818
Audi,A3 e-tron,2016,Hatchback,68970.0,1400.0,Hybrid,Automatic,14399.0,5,13794.0
Land Rover,Range Rover,2006,Crossover,284485.0,2900.0,Diesel,Automatic,12999.0,15,18965.666666666668
Honda,Civic,2010,Sedan,171152.0,1300.0,Hybrid,Automatic,7199.0,11,15559.272727272728
Lexus,RX Series,2010,Crossover,118483.0,3500.0,Petrol,Automatic,19999.0,11,10771.181818181818
Opel,Astra,2011,Universal,172323.0,1400.0,Petrol,Automatic,6199.0,10,17232.3
Mercedes,GL Class,2014,Crossover,104927.0,3000.0,Diesel,Automatic,39899.0,7,14989.57142857143
Chevrolet,Malibu,2016,Sedan,170546.0,1800.0,Hybrid,Automatic,11500.0,5,34109.2
Land Rover,Range Rover Sport,2006,Crossover,307036.0,2700.0,Diesel,Automatic,11999.0,15,20469.066666666666
Ford,Escape,2017,Crossover,104337.0,1500.0,Petrol,Automatic,12999.0,4,26084.25
Land Rover,Range Rover,2008,SUV,293598.0,3600.0,Diesel,Automatic,15999.0,13,22584.46153846154
Honda,Civic,2009,Sedan,166822.0,1400.0,Hybrid,Automatic,5599.0,12,13901.833333333334
Hyundai,ix35,2014,Crossover,154699.0,2000.0,Diesel,Automatic,15799.0,7,22099.85714285714
Mercedes,GL Class,2007,Crossover,210941.0,4000.0,Diesel,Automatic,23999.0,14,15067.214285714286
Mercedes,E Class,2002,Sedan,274275.0,2600.0,Metan/Propan,Manual,7199.0,19,14435.526315789473
Renault,Scenic,2012,Universal,233097.0,1500.0,Diesel,Manual,7699.0,9,25899.666666666668
Mercedes,E Class,2016,Sedan,132309.0,2000.0,Diesel,Automatic,27900.0,5,26461.8
Skoda,Fabia,2011,Universal,170038.0,1200.0,Diesel,Manual,5199.0,10,17003.8
Citroen,C4,2005,Hatchback,167635.0,1600.0,Petrol,Manual,3850.0,16,10477.1875
Toyota,Auris,2014,Universal,103638.0,1800.0,Hybrid,Automatic,9499.0,7,14805.42857142857
Mitsubishi,Outlander,2018,Crossover,13667.0,2000.0,Plug-in Hybrid,Automatic,21499.0,3,4555.666666666667
Lexus,CT Series,2011,Hatchback,108000.0,1800.0,Hybrid,Automatic,10999.0,10,10800.0
Opel,Astra,2011,Universal,254000.0,1300.0,Diesel,Manual,7999.0,10,25400.0
Hyundai,Tucson,2006,Crossover,264000.0,2000.0,Metan/Propan,Manual,7099.0,15,17600.0
Audi,A6,1999,Sedan,420247.0,2500.0,Diesel,Automatic,5199.0,22,19102.136363636364
Audi,A6,2016,Sedan,103791.0,2000.0,Petrol,Automatic,18499.0,5,20758.2
Dacia,Logan,2007,Universal,273000.0,1500.0,Diesel,Manual,3699.0,14,19500.0
Volkswagen,Golf,2008,Hatchback,198238.0,1400.0,Petrol,Automatic,6799.0,13,15249.076923076924
Renault,Megane,2013,Hatchback,190435.0,1461.0,Diesel,Manual,7899.0,8,23804.375
Nissan,Qashqai,2015,Crossover,107585.0,1200.0,Petrol,Automatic,12750.0,6,17930.833333333332
Lexus,RX Series,2011,Crossover,196982.0,3500.0,Hybrid,Automatic,22400.0,10,19698.2
Audi,A8,2010,Sedan,107768.0,4200.0,Petrol,Automatic,21500.0,11,9797.09090909091
Volvo,XC60,2020,Crossover,5624.0,2000.0,Hybrid,Automatic,49999.0,1,5624.0
Nissan,Qashqai,2011,Crossover,149000.0,1500.0,Diesel,Manual,9599.0,10,14900.0
Ford,Fusion,2013,Sedan,103798.0,2000.0,Hybrid,Automatic,12899.0,8,12974.75
BMW,5 Series,2007,Sedan,197954.0,2000.0,Diesel,Automatic,9999.0,14,14139.57142857143
Volkswagen,Eos,2011,Cabriolet,141708.0,1400.0,Petrol,Manual,10500.0,10,14170.8
Toyota,Auris,2009,Hatchback,293088.0,1400.0,Diesel,Manual,6499.0,12,24424.0
Mini,Countryman,2011,Hatchback,216801.0,1600.0,Petrol,Automatic,10599.0,10,21680.1
Nissan,Qashqai,2010,Crossover,200185.0,1500.0,Diesel,Manual,8499.0,11,18198.636363636364
Mercedes,B Class,2010,Hatchback,225240.0,1700.0,Metan/Propan,Automatic,7699.0,11,20476.363636363636
Lexus,RX Series,2008,Crossover,133994.0,3500.0,Metan/Propan,Automatic,12199.0,13,10307.23076923077
Honda,Accord,2016,Sedan,30652.0,2000.0,Hybrid,Automatic,16199.0,5,6130.4
Audi,A5,2015,Sedan,145000.0,2000.0,Diesel,Automatic,18900.0,6,24166.666666666668
Other,MKZ,2016,Sedan,52167.0,2000.0,Hybrid,Automatic,17999.0,5,10433.4
Honda,CR-V,2014,Crossover,168332.0,2199.0,Diesel,Automatic,16999.0,7,24047.428571428572
Other,968,1988,Sedan,57815.0,887.0,Petrol,Manual,2299.0,33,1751.969696969697
Ford,Focus,2014,Universal,121467.0,1000.0,Petrol,Manual,6699.0,7,17352.428571428572
Hyundai,Elantra,2015,Sedan,38000.0,1600.0,Diesel,Automatic,10899.0,6,6333.333333333333
Toyota,Prius,2010,Universal,215690.0,1798.0,Hybrid,Automatic,9299.0,11,19608.18181818182
Opel,Astra,2013,Universal,211630.0,1248.0,Diesel,Manual,6999.0,8,26453.75
Audi,Q5,2018,Crossover,13816.0,2995.0,Petrol,Automatic,46999.0,3,4605.333333333333
Skoda,Octavia,2016,Sedan,117500.0,1600.0,Petrol,Manual,10749.0,5,23500.0
